Sr No .,Utterance,Speaker,Emotion,Sentiment,Dialogue_ID,Utterance_ID,Season,Episode,StartTime,EndTime,Target,,
7524,"I don't need an actual man, just a couple of his best swimmers .",Monica,neutral,neutral,754,2,3,3,"00:11:16,759","00:11:21,262",我并不需要一个真正的男人。,,
7525,"And there, there are places you can go to get that stuff .",Monica,neutral,neutral,754,3,3,3,"00:11:21,597","00:11:25,809",而且你可以在某个地方弄到那些小家伙。,,
7526,Down at the docks again? ,Rachel,anger,negative,754,4,3,3,"00:11:25,976","00:11:28,019",又要去码头了吗？,,
7527,"Hi there . How many, how many ah, did you sell? ",Ross,neutral,neutral,755,0,3,10,"00:16:39,039","00:16:42,083",你好。你卖了多少？,,
7528,I'm not gonna tell you!You're the bad man who broke Sarah's leg .,Girl,anger,negative,755,1,3,10,"00:16:42,251","00:16:46,838",我不告诉你！你是害莎拉断腿的坏人。,,
7529,"Hey now!That was an accident, okay .",Ross,anger,negative,755,2,3,10,"00:16:48,340","00:16:50,800",那是意外，好吗！,,
7530,You're a big scrud .,Girl,anger,negative,755,3,3,10,"0:16:50,968","0:16:52,053",你是个大坏蛋。,,
7531,What's a scrud? ,Ross,neutral,neutral,755,4,3,10,"0:16:52,053","0:16:52,231",那是什么意思？,,
7532,"Why don't you look in the mirror, scrud .",Girl,anger,negative,755,5,3,10,"00:16:56,056","00:16:58,141",你何不去照照镜子，坏蛋。,,
7533,I don't have too . I can just look at you .,Ross,joy,positive,755,6,3,10,"00:17:00,269","00:17:03,438",我不用照镜子。我看你就行了。,,
7534,"All right girls, and man . Let's see your final tallies . Ohhhh, Debbie, 321 boxes of cookies, Very nice .",Leader,joy,positive,755,7,3,10,"00:17:05,065","00:17:12,155",好了，女孩们，还有大男人。看看你们的最后统计数字，黛比，321盒饼干。非常好。,,
7535,Not nice enough .,Ross,anger,negative,755,8,3,10,"00:17:19,788","00:17:22,123",还不够好。,,
7536,"Charla, 278 . Sorry, dear, but still good .",Leader,neutral,neutral,755,9,3,10,"00:17:26,295","00:17:33,384",夏拉，278盒。抱歉，亲爱的，还是很不错。,,
7537,"So, how'd the lasagne go over? ",Monica,neutral,neutral,756,0,3,13,"00:11:44,036","00:11:46,079",他们喜不喜欢千层面？,,
7538,Really? !,Monica,surprise,positive,756,1,3,13,"0:11:46,706","0:11:47,499",真的？！,,
7539,Good .,Monica,neutral,neutral,756,2,3,13,"0:11:47,499","0:11:48,721",很好。,,
7540,So you owe me three pretty things .,Monica,neutral,neutral,756,3,3,13,"0:11:48,721","0:11:50,764",现在你欠我三件礼物了。,,
7541,"Yeah, I've been thinking a lot about you too .",Monica,neutral,neutral,756,4,3,13,"00:11:51,961","00:11:55,130",对，我也一直在想你。,,
7543,It's hard this whole platonic thing .,Monica,sadness,negative,756,5,3,13,"00:11:55,548","00:11:59,467",不，这种“破拉图”交往很不容易。,,
7544,It's a word!,Monica,surprise,positive,756,6,3,13,"00:11:59,927","00:12:01,970",这是一个词。,,
7545,"Yeah, I do think it's better this way . Yeah, we're being smart . Yes, I'm sure .",Monica,neutral,neutral,756,7,3,13,"00:12:05,141","00:12:11,771",对，我真的觉得这样比较好。对，这样很聪明，我很确定。,,
7546,You really sure? ,Richard,neutral,neutral,756,8,3,13,"00:12:13,941","00:12:15,942",你真的确定？,,
7547,I'll call you back .,Monica,neutral,neutral,756,9,3,13,"00:12:17,361","00:12:18,486",我再打回给你。,,
7548,"So, are you really gonna go out with that nurse man? ",Chandler,surprise,negative,757,0,5,3,"00:18:00,245","00:18:03,206",你真的要跟那个男护士约会吗？,,
7549,"Well uh, you and I are just goofing around, I thought, why not goof around with him .",Monica,neutral,neutral,757,1,5,3,"00:18:04,083","00:18:09,253","你和我只是“玩玩”。我当然也可以跟他”玩玩""。",,
7550,"I don't know if you've ever looked up the term goofing around in the dictionary Well, I have, and the technical definition is, two friends who care a lot about each other and have amazing sex and just wanna spend more time together .",Chandler,neutral,neutral,757,2,5,3,"00:18:12,132","00:18:36,405",我不知道你有没有在词典里。查过”玩玩”这个词。我有，这个词的定义是两个好朋友，非常在乎对方。在床上很”性”福，而且想多跟对方相处。,,
7551,"But if you have this new fangled dictionary that gets you made at me, then we have to, you know, get you my original dictionary .",Chandler,neutral,neutral,757,3,5,3,"00:18:37,366","00:18:44,247",如果你用的是让你生气的词典版本，那应该给你买本，我那种版本的。,,
7552,I am so bad at this .,Chandler,neutral,neutral,757,4,5,3,"00:18:47,251","00:18:48,793",我实在很不擅长这个。,,
7553,I think you're better than you think you are .,Monica,neutral,neutral,757,5,5,3,"00:18:49,920","00:18:53,256",比你想像的要好。,,
7554,"Really? Okay, so if ...? ",Chandler,surprise,positive,757,6,5,3,"00:18:53,423","00:18:54,924",真的？好，那？,,
7555,Know when to stop .,Monica,neutral,neutral,757,7,5,3,"00:18:55,134","00:18:58,261",要见好就收。,,
7556,"you know, I sensed that I should stop . So we're okay? ",Chandler,neutral,neutral,757,8,5,3,"00:18:59,471","00:19:01,931",我也觉得够了。我们没事了？,,
7557,"Yeah . All right, I'm gonna go tell Dan that it's not gonna happen . Don't do the dance .",Monica,neutral,neutral,757,9,5,3,"0:19:08,480","0:19:10,274",没事了。我去告诉丹我不跟他约会。不要跳舞。,,
7558,Right!,Chandler,joy,positive,757,10,5,3,"0:19:10,274","0:19:10,413",好！,,
7559,"Ow!Ow!Ow!Ow!Ow!Ow!you know, ow!",Frank,anger,negative,758,0,3,5,"00:14:39,461","00:14:47,635",哇！你知道吗！,,
7560,Hey!Hey!What's going on? ,Phoebe,surprise,negative,758,1,3,5,"0:14:45,134","0:14:46,776",怎么了？,,
7561,She broke my arm .,Frank,anger,negative,758,2,3,5,"0:14:46,776","0:14:47,695",她扭断了我的手臂。,,
7562,He touched my fanny .,Girl,anger,negative,758,3,3,5,"0:14:47,803","0:14:49,347",他摸我的屁股。,,
7563,"No, she touched mine first!",Frank,anger,negative,758,4,3,5,"0:14:49,347","0:14:50,537",是她先摸我的！,,
7564,That's my job!,Girl,anger,negative,758,5,3,5,"00:14:50,639","00:14:52,223",那是我的工作！,,
7565,Are you being British? !,Janice,surprise,positive,759,0,3,4,"00:16:41,917","00:16:44,419",你在装英国腔吗？！,,
7566,No . Not anymore .,Chandler,neutral,neutral,759,1,3,4,"00:16:46,255","00:16:48,256",不，现在不是了。,,
7567,Why are you shopping here? You don't live in this neighborhood . Were you here waiting for me? ,Janice,surprise,negative,759,2,3,4,"00:16:48,716","00:16:54,262",你怎么来这买东西？你又不住在这一带。你在这里等我吗？,,
7568,"Yeah, huh . I'm just uh, you know I'm just picking up some things for a party .",Chandler,neutral,neutral,759,3,3,4,"00:16:58,392","00:17:06,399",我只是，你知道的，来买派对需要用的东西。,,
7569,Barley? What kind of party serves barley? ,Janice,anger,negative,759,4,3,4,"00:17:04,606","00:17:08,693",大麦？哪门子的派对会吃大麦？,,
7570,"Well, I'm sorry if my friends aren't as sophisticated as yours .",Chandler,anger,negative,759,5,3,4,"00:17:08,861","00:17:11,988",对不起，我的朋友没有你朋友优雅。,,
7571,Where is this party? ,Janice,neutral,neutral,759,6,3,4,"0:17:13,574","0:17:14,786",派对在哪举行？,,
7572,Here in Chelsea .,Chandler,neutral,neutral,759,7,3,4,"0:17:14,786","0:17:16,007",就在这里雀儿喜区。,,
7573,Who's party is it? ,Janice,anger,negative,759,8,3,4,"00:17:16,493","00:17:17,910",是谁办的派对？,,
7574,A woman's,Chandler,neutral,neutral,759,9,3,4,"0:17:18,120","0:17:19,012",一个女人。,,
7575,What woman? !,Janice,anger,negative,759,10,3,4,"0:17:19,012","0:17:20,510",哪个女人？！,,
7576,Chelsea .,Chandler,neutral,neutral,759,11,3,4,"00:17:21,957","00:17:23,708",切尔西。,,
7578,"Either you're seeing somebody behind my back, which would make you the biggest jerk on the planet .",Janice,disgust,negative,759,12,3,4,"00:17:25,085","00:17:31,257",好，这只有两种可能，要不是你背着我偷人，那让你成为全世界头号混蛋。,,
7579,"Or, else you're pretending that you're seeing somebody, which just makes you so pathetic that I could start crying right here in the cereal aisle .",Janice,disgust,negative,759,13,3,4,"00:17:31,425","00:17:37,513",否则就是你假装跟别人约会。,,
7580,So like which of these two guys do you want to be? ,Janice,sadness,negative,759,14,3,4,"00:17:37,681","00:17:41,267",这两种男人，你想当哪一种？,,
7581,Can I be that guy? ,Chandler,joy,positive,759,15,3,4,"00:17:42,311","00:17:44,479",我可以当那个人吗？,,
7582,Great story again!The yarns that you weave!Woo-hoo-hoo!,Chandler,joy,positive,760,0,6,18,"00:14:09,139","00:14:12,433",故事真的好棒！好错综复杂！哇哦！,,
7583,"you know uh, actually I should get going .",Dana,anger,negative,760,1,6,18,"00:14:15,479","00:14:18,523",其实呢，我该走了。,,
7584,"Oh no, no, no!Stay!Stay!Because you should you should stay!",Chandler,fear,negative,760,2,6,18,"00:14:18,691","00:14:22,777",不，不！留下来！你应该留下来！,,
7585,"Wow . Oh, I am really flattered, but I just I don't feel that way about you .",Dana,surprise,positive,760,3,6,18,"00:14:24,321","00:14:33,204",哇哦。我真的很受宠若惊。,,
7586,"Oh no, no, no, that's not no, no, no!",Chandler,anger,negative,760,4,6,18,"00:14:34,373","00:14:37,333",不，我不是，不是！,,
7587,Did you just flick me? ,Monica,anger,negative,761,0,2,13,"00:10:28,044","00:10:29,711",你刚弹我的头？,,
7588,"OK, well, you wouldn't let me finish and I was just, Ow . That hurt.",Rachel,joy,positive,761,1,2,13,"00:10:31,339","00:10:37,594",你不让我说完，而我只是，很痛耶。,,
7589,"Oh!All right . Now, let's not do this!",Phoebe,anger,negative,761,2,2,13,"00:10:48,898","00:10:49,981",别这样！,,
7590,Happy thoughts!Happy thoughts!,Phoebe,anger,negative,761,3,2,13,"00:10:51,400","00:10:53,652",想点快乐的事！,,
7591,"OK, now I'm gonna kick some ass .",Phoebe,anger,negative,761,4,2,13,"00:11:04,538","00:11:06,414",老娘要出马了。,,
7592,Ow!Ow!Ow!,Rachel,anger,negative,761,5,2,13,"00:11:08,751","00:11:10,001",噢！噢！噢！,,
7594,"Alright, now I will let go if you both stop .",Phoebe,neutral,neutral,761,6,2,13,"00:11:15,424","00:11:19,219",好吧，你们住手，我就放手。,,
7595,Fine!,Rachel,anger,negative,761,7,2,13,"0:11:36,112","0:11:36,954",好！,,
7596,Fine!,Monica,anger,negative,761,8,2,13,"0:11:36,954","0:11:38,374",好！,,
7597,"There we go . If we were in prison, you guys would be, like, my bitches .",Phoebe,neutral,neutral,761,9,2,13,"00:11:38,489","00:11:44,744",这不就得了。我们要是在牢里的话，就会沦为我的女人。,,
7598,"Okay, buddy-boy . Here it is . You hide my clothes, I'm wearing everything you own .",Joey,neutral,neutral,762,0,3,2,"00:17:10,571","00:17:17,326",好啦，兄弟，就是这样啦。你把我衣服藏起来，我就把你所有的衣服穿上。,,
7599,Oh my God!,Chandler,surprise,negative,762,1,3,2,"00:17:17,870","00:17:19,454",我的天！！,,
7600,Look at me!I'm Chandler!Could I be wearing any more clothes? Maybe if I wasn't going commando...,Joey,joy,positive,762,2,3,2,"00:17:25,085","00:17:29,797",瞧瞧！我是钱德勒！我还能再多穿一件衣服吗？要不是我没穿内裤的话，也许还能…,,
7602,"Whew, it's hot with all of this stuff on .",Joey,neutral,neutral,762,3,3,2,"00:17:38,807","00:17:41,100",穿这么多真是热死我了。,,
7603,"I ah, I better not do any, I don't know, lunges .",Joey,neutral,neutral,762,4,3,2,"00:17:41,310","00:17:43,895",我最好别再做什么运动了。比如蹲马步之类的,,
7604,Hi .,Chandler,neutral,neutral,763,0,6,3,"0:09:24,480","0:09:25,032",嗨。,,
7605,Hi .,Monica,neutral,neutral,763,1,6,3,"0:09:25,032","0:09:25,996",嗨。,,
7606,"Hi, listen, I'm sorry about before .",Chandler,sadness,negative,763,2,6,3,"0:09:26,107","0:09:27,984",刚才很抱歉。,,
7607,I don't need to have a game room .,Chandler,neutral,neutral,763,3,6,3,"0:09:27,984","0:09:29,515",我不需要游戏房。,,
7608,"I mean when I was a kid I only played those games because I couldn't get girls, and now I",Chandler,neutral,neutral,763,4,6,3,"00:09:29,610","00:09:35,115",我是因为以前找不到女友才去打游戏，现在我把得到了。,,
7609,Stop it Chandler . I'm sorry too .,Monica,sadness,negative,763,5,6,3,"00:09:44,333","00:09:49,329",别再说了。我也很抱歉。,,
7610,Really? ,Chandler,surprise,positive,763,6,6,3,"0:09:50,548","0:09:51,150",真的？,,
7611,Yeah!Oh yes!,Monica,anger,negative,763,7,6,3,"0:09:51,150","0:09:53,152",对！当然！,,
7612,Ohh .,Chandler,neutral,neutral,763,8,6,3,"00:09:53,259","00:09:54,901",哦。,,
7613,"Listen, we don't have to make that a guest room, we can think of something to do with the room together .",Monica,joy,positive,763,9,6,3,"00:09:54,969","00:09:59,347",钱德勒，我们不必把它弄成客房，我们可以一起想要怎么利用。,,
7614,That's a great idea!We can,Chandler,joy,positive,763,10,6,3,"00:09:56,971","00:09:59,347",好主意！要做到皆大欢喜很容易。,,
7615,Totally!,Monica,joy,positive,764,0,2,3,"00:10:02,643","00:10:04,561",完全是！,,
7616,We don't have to come up with this now .,Chandler,neutral,neutral,765,0,6,3,"0:10:09,358","0:10:10,660",我们不必现在想。,,
7617,Oh good .,Monica,joy,positive,765,1,6,3,"0:10:10,660","0:10:12,538",好。,,
7618,"Yeah, and I am okay with being a pushover .",Rachel,neutral,neutral,766,0,6,12,"00:13:23,928","00:13:26,805",我没个性也无所谓。,,
7619,That's great . Good for you guys .,Phoebe,joy,positive,766,1,6,12,"00:13:27,223","00:13:29,390",太好了。无所谓就好。,,
7620,I am not high maintenance!,Monica,anger,negative,766,2,6,12,"0:13:30,059","0:13:31,311",我才不难搞！,,
7621,I am not a pushover!,Rachel,anger,negative,766,3,6,12,"0:13:31,311","0:13:32,865",我才不是没个性！,,
7622,Who said you were? ,Phoebe,neutral,neutral,766,4,6,12,"0:13:34,355","0:13:35,899",谁说你们是了？,,
7623,You did!,Rachel,anger,negative,766,5,6,12,"0:13:35,899","0:13:36,629",你啊！,,
7624,"Oh, I'm flaky . I'll say anything .",Phoebe,neutral,neutral,766,6,6,12,"00:13:36,774","00:13:39,150",我是怪人。专门乱说话。,,
7625,"Ok, I know this is gonna sound really stupid, but I feel that if I can do this, you know, if I can actually do my own laundry, there isn't anything I can't do .",Rachel,joy,positive,767,0,1,5,"00:16:13,555","00:16:21,020",我知道说来有点蠢，不过我觉得，如果我今天能成功，如果我真的能洗我自己的衣服，这世上就没有我办不到的事了。,,
7626,That does not sound stupid to me .,Ross,neutral,neutral,767,1,1,5,"00:16:21,981","00:16:24,357",我觉得，这句话一点也不蠢。,,
7627,"You know, it's like the first time I had to make dinner for myself, after Carol left me? ",Ross,neutral,neutral,767,2,1,5,"00:16:24,566","00:16:32,949",卡萝离开我后，我第一次自己煮东西时？,,
7628,"I'm sorry, that's all the time we have .",Ross,sadness,negative,767,3,1,5,"0:16:30,072","0:16:31,794",对不起，我们的时间到了。,,
7629,Next on Ross ... Uh-oh .,Ross,neutral,neutral,767,4,1,5,"0:16:31,794","0:16:32,996",下一次《罗斯秀》……啊哦。,,
7630,What uh-oh? ,Rachel,joy,positive,767,5,1,5,"00:16:35,744","00:16:36,953",干嘛？,,
7631,"Uh-oh, uh-oh, the laundry's done .",Ross,fear,negative,767,6,1,5,"00:16:35,744","00:16:41,457",啊哦，啊哦，衣服洗好了。,,
7632,"It's, uh, it's a song .",Ross,neutral,neutral,767,7,1,5,"00:16:42,960","00:16:44,627",这是一首歌。,,
7633,The laundry song that we sing .,Ross,neutral,neutral,767,8,1,5,"00:16:44,878","00:16:46,713",我们唱的一首洗衣歌。,,
7634,"Uh-oh the laundry's done, uh-oh, uh-oh .",Ross,neutral,neutral,767,9,1,5,"00:16:47,756","00:16:51,092",哎呀，衣服洗好了，哎呀，哎呀。,,
7635,"Ross, what's the matter? ",Rachel,anger,negative,767,10,1,5,"00:16:51,927","00:16:52,969",怎么了嘛？,,
7636,"Nothing, nothing . Lee-lo, the laundry's done .",Ross,neutral,neutral,767,11,1,5,"00:16:53,220","00:16:55,888",没什么，衣服洗好了。,,
7637,Why are you here? ,Chandler,surprise,positive,768,0,9,21,"00:13:53,582","00:13:55,083",你会什么会在这里呢？,,
7638,"Well, Sid and I are trying again and we had trouble last time because apparently we ...",Janice,sadness,negative,768,1,9,21,"00:13:55,251","00:13:58,545",西德跟我想再要一个孩子，我们上一次有问题……,,
